Dataset,Filter,Variable,population,P,N,PositiveTest,NegativeTest,TP,TN,FP,FN,TPR,TNR,PPV,NPV,FPR,FDR,FNR,ACC,F1_score,MCC,informedness,markedness,prevalence,LRP,LRN,DOR,FOR
cscw19-unapproved-ideas_import.csv,charcountlessfilter,5,354,288,66,3,351,3,66,0,285,0.010416666666666666,1.0,1.0,0.18803418803418803,0.0,0.0,0.9895833333333334,0.19491525423728814,0.020618556701030927,0.044257083711982864,0.01041666666666674,0.18803418803418803,0.8135593220338984,inf,0.9895833333333334,inf,0.811965811965812
cscw19-unapproved-ideas_import.csv,charcountlessfilter,10,354,288,66,10,344,10,66,0,278,0.034722222222222224,1.0,1.0,0.19186046511627908,0.0,0.0,0.9652777777777778,0.21468926553672316,0.06711409395973154,0.08161998349317622,0.03472222222222232,0.19186046511627897,0.8135593220338984,inf,0.9652777777777778,inf,0.8081395348837209
cscw19-unapproved-ideas_import.csv,charcountlessfilter,15,354,288,66,37,317,37,66,0,251,0.1284722222222222,1.0,1.0,0.2082018927444795,0.0,0.0,0.8715277777777778,0.2909604519774011,0.2276923076923077,0.163548646682741,0.12847222222222232,0.20820189274447953,0.8135593220338984,inf,0.8715277777777778,inf,0.7917981072555205
cscw19-unapproved-ideas_import.csv,charcountlessfilter,20,354,288,66,58,296,58,66,0,230,0.2013888888888889,1.0,1.0,0.22297297297297297,0.0,0.0,0.7986111111111112,0.3502824858757062,0.3352601156069364,0.21190629834735747,0.20138888888888884,0.22297297297297303,0.8135593220338984,inf,0.7986111111111112,inf,0.777027027027027
cscw19-unapproved-ideas_import.csv,charcountlessfilter,25,354,288,66,90,264,84,60,6,204,0.2916666666666667,0.9090909090909091,0.9333333333333333,0.22727272727272727,0.09090909090909091,0.06666666666666667,0.7083333333333334,0.4067796610169492,0.4444444444444444,0.17956303455680128,0.2007575757575757,0.16060606060606064,0.8135593220338984,3.2083333333333335,0.7791666666666668,4.117647058823529,0.7727272727272727
cscw19-unapproved-ideas_import.csv,charcountlessfilter,30,354,288,66,127,227,115,54,12,173,0.3993055555555556,0.8181818181818182,0.905511811023622,0.23788546255506607,0.18181818181818182,0.09448818897637795,0.6006944444444444,0.4774011299435028,0.5542168674698795,0.17659868751417315,0.2174873737373737,0.14339727357868814,0.8135593220338984,2.196180555555556,0.7341820987654321,2.991329479768787,0.762114537444934
cscw19-unapproved-ideas_import.csv,charcountmorefilter,50,354,288,66,179,175,140,27,39,148,0.4861111111111111,0.4090909090909091,0.7821229050279329,0.15428571428571428,0.5909090909090909,0.21787709497206703,0.5138888888888888,0.4717514124293785,0.5995717344753747,-0.08163484690065902,-0.10479797979797978,-0.06359138068635284,0.8135593220338984,0.8226495726495726,1.2561728395061726,0.654885654885655,0.8457142857142858
cscw19-unapproved-ideas_import.csv,charcountmorefilter,100,354,288,66,137,217,123,52,14,165,0.4270833333333333,0.7878787878787878,0.8978102189781022,0.23963133640552994,0.21212121212121213,0.10218978102189781,0.5729166666666666,0.4943502824858757,0.5788235294117647,0.17188580013473714,0.2149621212121211,0.13744155538363212,0.8135593220338984,2.013392857142857,0.7271634615384616,2.7688311688311686,0.7603686635944701
cscw19-unapproved-ideas_import.csv,charcountmorefilter,150,354,288,66,111,243,105,60,6,183,0.3645833333333333,0.9090909090909091,0.9459459459459459,0.24691358024691357,0.09090909090909091,0.05405405405405406,0.6354166666666666,0.4661016949152542,0.5263157894736842,0.22974047254484609,0.27367424242424243,0.1928595261928594,0.8135593220338984,4.010416666666666,0.6989583333333333,5.737704918032786,0.7530864197530864
cscw19-unapproved-ideas_import.csv,charcountmorefilter,200,354,288,66,80,274,76,62,4,212,0.2638888888888889,0.9393939393939394,0.95,0.22627737226277372,0.06060606060606061,0.05,0.7361111111111112,0.3898305084745763,0.41304347826086957,0.18929913575038218,0.2032828282828283,0.17627737226277373,0.8135593220338984,4.354166666666667,0.7836021505376344,5.556603773584906,0.7737226277372263
cscw19-unapproved-ideas_import.csv,charcountmorefilter,250,354,288,66,47,307,45,64,2,243,0.15625,0.9696969696969697,0.9574468085106383,0.20846905537459284,0.030303030303030304,0.0425531914893617,0.84375,0.307909604519774,0.26865671641791045,0.14455656429577923,0.12594696969696972,0.16591586388523116,0.8135593220338984,5.15625,0.8701171875,5.925925925925926,0.7915309446254072
cscw19-unapproved-ideas_import.csv,wordcountfilter,2,354,288,66,6,348,6,66,0,282,0.020833333333333332,1.0,1.0,0.1896551724137931,0.0,0.0,0.9791666666666666,0.2033898305084746,0.04081632653061224,0.06285816912134298,0.02083333333333326,0.18965517241379315,0.8135593220338984,inf,0.9791666666666666,inf,0.8103448275862069
cscw19-unapproved-ideas_import.csv,wordcountfilter,5,354,288,66,73,281,73,66,0,215,0.2534722222222222,1.0,1.0,0.23487544483985764,0.0,0.0,0.7465277777777778,0.3926553672316384,0.40443213296398894,0.24399672323412808,0.2534722222222223,0.23487544483985756,0.8135593220338984,inf,0.7465277777777778,inf,0.7651245551601423
cscw19-unapproved-ideas_import.csv,wordcountfilter,8,354,288,66,139,215,124,51,15,164,0.4305555555555556,0.7727272727272727,0.8920863309352518,0.2372093023255814,0.22727272727272727,0.1079136690647482,0.5694444444444444,0.4943502824858757,0.5807962529274004,0.16212212068031154,0.2032828282828283,0.12929563326083326,0.8135593220338984,1.8944444444444446,0.7369281045751633,2.5707317073170737,0.7627906976744186
cscw19-unapproved-ideas_import.csv,wordcountfilter,10,354,288,66,167,187,144,43,23,144,0.5,0.6515151515151515,0.8622754491017964,0.22994652406417113,0.3484848484848485,0.1377245508982036,0.5,0.5282485875706214,0.6329670329670329,0.1182075557537157,0.15151515151515138,0.09222197316596747,0.8135593220338984,1.434782608695652,0.7674418604651163,1.8695652173913042,0.7700534759358288
cscw19-unapproved-ideas_import.csv,wordcountfilter,15,354,288,66,194,160,159,31,35,129,0.5520833333333334,0.4696969696969697,0.8195876288659794,0.19375,0.5303030303030303,0.18041237113402062,0.4479166666666667,0.536723163841808,0.6597510373443983,0.01704399009641662,0.021780303030303205,0.013337628865979445,0.8135593220338984,1.0410714285714286,0.9536290322580645,1.0916943521594686,0.80625
cscw19-unapproved-ideas_import.csv,isuppercaseonly,None,354,288,66,23,331,23,66,0,265,0.0798611111111111,1.0,1.0,0.19939577039274925,0.0,0.0,0.9201388888888888,0.2514124293785311,0.14790996784565916,0.12619020474831216,0.07986111111111116,0.19939577039274914,0.8135593220338984,inf,0.9201388888888888,inf,0.8006042296072508
cscw19-unapproved-ideas_import.csv,charseqfilter,None,354,288,66,31,323,31,66,0,257,0.1076388888888889,1.0,1.0,0.2043343653250774,0.0,0.0,0.8923611111111112,0.2740112994350282,0.19435736677115986,0.1483048348686166,0.10763888888888884,0.20433436532507732,0.8135593220338984,inf,0.8923611111111112,inf,0.7956656346749226
cscw19-unapproved-ideas_import.csv,sentencestructurefilter1,None,354,288,66,26,328,26,66,0,262,0.09027777777777778,1.0,1.0,0.20121951219512196,0.0,0.0,0.9097222222222222,0.2598870056497175,0.16560509554140126,0.1347800074436267,0.09027777777777768,0.2012195121951219,0.8135593220338984,inf,0.9097222222222222,inf,0.7987804878048781
cscw19-unapproved-ideas_import.csv,sentencestructurefilter2,None,354,288,66,1,353,1,66,0,287,0.003472222222222222,1.0,1.0,0.18696883852691218,0.0,0.0,0.9965277777777778,0.18926553672316385,0.006920415224913495,0.025479351561533563,0.003472222222222321,0.18696883852691215,0.8135593220338984,inf,0.9965277777777778,inf,0.8130311614730878
cscw19-unapproved-ideas_import.csv,sentencestructurefilter3,None,354,288,66,9,345,9,66,0,279,0.03125,1.0,1.0,0.19130434782608696,0.0,0.0,0.96875,0.211864406779661,0.06060606060606061,0.07731921410338582,0.03125,0.19130434782608696,0.8135593220338984,inf,0.96875,inf,0.808695652173913
cscw19-unapproved-ideas_import.csv,sentencestructurefilter4,None,354,288,66,6,348,6,66,0,282,0.020833333333333332,1.0,1.0,0.1896551724137931,0.0,0.0,0.9791666666666666,0.2033898305084746,0.04081632653061224,0.06285816912134298,0.02083333333333326,0.18965517241379315,0.8135593220338984,inf,0.9791666666666666,inf,0.8103448275862069
cscw19-unapproved-ideas_import.csv,isdefinition,None,354,288,66,46,308,46,66,0,242,0.1597222222222222,1.0,1.0,0.21428571428571427,0.0,0.0,0.8402777777777778,0.3163841807909605,0.2754491017964072,0.18500321747523873,0.15972222222222232,0.2142857142857142,0.8135593220338984,inf,0.8402777777777778,inf,0.7857142857142857
cscw19-unapproved-ideas_import.csv,containsnames,StanfordNERTagger,354,288,66,13,341,13,66,0,275,0.04513888888888889,1.0,1.0,0.1935483870967742,0.0,0.0,0.9548611111111112,0.2231638418079096,0.08637873754152824,0.09346956263824575,0.04513888888888884,0.19354838709677424,0.8135593220338984,inf,0.9548611111111112,inf,0.8064516129032258
cscw19-unapproved-ideas_import.csv,withoutnoun,None,354,288,66,3,351,3,66,0,285,0.010416666666666666,1.0,1.0,0.18803418803418803,0.0,0.0,0.9895833333333334,0.19491525423728814,0.020618556701030927,0.044257083711982864,0.01041666666666674,0.18803418803418803,0.8135593220338984,inf,0.9895833333333334,inf,0.811965811965812
cscw19-unapproved-ideas_import.csv,withoutverb,None,354,288,66,77,277,76,65,1,212,0.2638888888888889,0.9848484848484849,0.987012987012987,0.23465703971119134,0.015151515151515152,0.012987012987012988,0.7361111111111112,0.3983050847457627,0.41643835616438357,0.23481401211100153,0.2487373737373737,0.22167002672417846,0.8135593220338984,17.416666666666668,0.7474358974358974,23.30188679245283,0.7653429602888087
cscw19-unapproved-ideas_import.csv,withoutadjective,None,354,288,66,118,236,91,39,27,197,0.3159722222222222,0.5909090909090909,0.7711864406779662,0.1652542372881356,0.4090909090909091,0.2288135593220339,0.6840277777777778,0.3672316384180791,0.4482758620689655,-0.07693218186208296,-0.09311868686868685,-0.06355932203389825,0.8135593220338984,0.7723765432098765,1.15758547008547,0.6672306824591089,0.8347457627118644
cscw19-unapproved-ideas_import.csv,withoutnoununigram,UnigramTagger,354,288,66,5,349,4,65,1,284,0.013888888888888888,0.9848484848484849,0.8,0.18624641833810887,0.015151515151515152,0.2,0.9861111111111112,0.19491525423728814,0.027303754266211604,-0.004167209307375703,-0.0012626262626262985,-0.013753581661891112,0.8135593220338984,0.9166666666666666,1.0012820512820513,0.9154929577464789,0.8137535816618912
cscw19-unapproved-ideas_import.csv,withoutverbunigram,UnigramTagger,354,288,66,88,266,85,63,3,203,0.2951388888888889,0.9545454545454546,0.9659090909090909,0.23684210526315788,0.045454545454545456,0.03409090909090909,0.7048611111111112,0.4180790960451977,0.4521276595744681,0.22499733175483594,0.24968434343434343,0.2027511961722488,0.8135593220338984,6.493055555555555,0.7384259259259259,8.793103448275861,0.7631578947368421
cscw19-unapproved-ideas_import.csv,withoutadjectiveunigram,UnigramTagger,354,288,66,180,174,134,20,46,154,0.4652777777777778,0.30303030303030304,0.7444444444444445,0.11494252873563218,0.696969696969697,0.25555555555555554,0.5347222222222222,0.4350282485875706,0.5726495726495726,-0.18049626602036078,-0.23169191919191912,-0.14061302681992338,0.8135593220338984,0.667572463768116,1.7645833333333332,0.37831733483907404,0.8850574712643678
iui-export-ideas.csv,charcountlessfilter,5,1517,81,1436,14,1503,12,1434,2,69,0.14814814814814814,0.9986072423398329,0.8571428571428571,0.9540918163672655,0.001392757660167131,0.14285714285714285,0.8518518518518519,0.9531970995385629,0.25263157894736843,0.34504066613714945,0.14675539048798103,0.8112346735101226,0.053394858272907054,106.37037037037037,0.8530399297484375,124.69565217391303,0.04590818363273453
iui-export-ideas.csv,charcountlessfilter,10,1517,81,1436,25,1492,22,1433,3,59,0.2716049382716049,0.9979108635097493,0.88,0.960455764075067,0.0020891364902506965,0.12,0.7283950617283951,0.9591298615688859,0.41509433962264153,0.47593708525019607,0.26951580178135437,0.8404557640750672,0.053394858272907054,130.0082304526749,0.7299199641604852,178.1129943502825,0.039544235924932974
iui-export-ideas.csv,charcountlessfilter,15,1517,81,1436,35,1482,28,1429,7,53,0.345679012345679,0.995125348189415,0.8,0.9642375168690959,0.004874651810584958,0.2,0.654320987654321,0.96044825313118,0.4827586206896552,0.5103483890770111,0.3408043605350941,0.764237516869096,0.053394858272907054,70.91358024691357,0.6575261989304444,107.84905660377356,0.03576248313090418
iui-export-ideas.csv,charcountlessfilter,20,1517,81,1436,42,1475,29,1423,13,52,0.35802469135802467,0.9909470752089137,0.6904761904761905,0.9647457627118644,0.009052924791086351,0.30952380952380953,0.6419753086419753,0.9571522742254449,0.4715447154471545,0.4781777519892318,0.3489717665669383,0.6552219531880548,0.053394858272907054,39.54795821462488,0.6478401568586624,61.04585798816567,0.03525423728813559
iui-export-ideas.csv,charcountlessfilter,25,1517,81,1436,55,1462,33,1414,22,48,0.4074074074074074,0.9846796657381616,0.6,0.9671682626538988,0.01532033426183844,0.4,0.5925925925925926,0.95385629531971,0.4852941176470588,0.47157114424551516,0.392087073145569,0.5671682626538987,0.053394858272907054,26.59259259259259,0.6018125622086018,44.1875,0.03283173734610123
iui-export-ideas.csv,charcountlessfilter,30,1517,81,1436,65,1452,35,1406,30,46,0.43209876543209874,0.979108635097493,0.5384615384615384,0.9683195592286501,0.020891364902506964,0.46153846153846156,0.5679012345679012,0.9499011206328279,0.4794520547945205,0.45649987712891615,0.4112074005295918,0.5067810976901885,0.053394858272907054,20.68312757201646,0.5800186151063343,35.65942028985508,0.03168044077134986
iui-export-ideas.csv,charcountmorefilter,50,1517,81,1436,1316,201,38,158,1278,43,0.4691358024691358,0.11002785515320335,0.028875379939209727,0.7860696517412935,0.8899721448467967,0.9711246200607903,0.5308641975308642,0.12920237310481214,0.05440229062276306,-0.27906604237418586,-0.4208363423776609,-0.18505496831949675,0.053394858272907054,0.527135377422284,4.824816377558994,0.10925501328383737,0.21393034825870647
iui-export-ideas.csv,charcountmorefilter,100,1517,81,1436,721,796,21,736,700,60,0.25925925925925924,0.5125348189415042,0.02912621359223301,0.9246231155778895,0.48746518105849584,0.970873786407767,0.7407407407407407,0.4990112063282795,0.05236907730673317,-0.10273595753466878,-0.2282059217992365,-0.04625067082987755,0.053394858272907054,0.5318518518518518,1.4452495974235102,0.36800000000000005,0.07537688442211055
iui-export-ideas.csv,charcountmorefilter,150,1517,81,1436,334,1183,16,1118,318,65,0.19753086419753085,0.7785515320334262,0.04790419161676647,0.945054945054945,0.2214484679665738,0.9520958083832335,0.8024691358024691,0.7475280158206987,0.07710843373493977,-0.012976924877565903,-0.02391760376904295,-0.00704086332828846,0.053394858272907054,0.8919947200869632,1.030720643123744,0.8654088050314465,0.054945054945054944
iui-export-ideas.csv,charcountmorefilter,200,1517,81,1436,154,1363,11,1293,143,70,0.13580246913580246,0.9004178272980501,0.07142857142857142,0.9486426999266324,0.09958217270194986,0.9285714285714286,0.8641975308641975,0.8595912986156888,0.09361702127659574,0.026962703838631957,0.036220296433852495,0.020071271355203812,0.053394858272907054,1.3637226970560303,0.9597739012536641,1.4208791208791207,0.05135730007336757
iui-export-ideas.csv,charcountmorefilter,250,1517,81,1436,78,1439,10,1368,68,71,0.12345679012345678,0.9526462395543176,0.1282051282051282,0.9506601806810285,0.04735376044568245,0.8717948717948718,0.8765432098765432,0.9083717864205669,0.12578616352201258,0.07747185903739515,0.07610302967777427,0.07886530888615662,0.053394858272907054,2.6071169208424108,0.9201140711861959,2.833471416735708,0.04933981931897151
iui-export-ideas.csv,wordcountfilter,2,1517,81,1436,26,1491,23,1433,3,58,0.2839506172839506,0.9979108635097493,0.8846153846153846,0.9610999329309189,0.0020891364902506965,0.11538461538461539,0.7160493827160493,0.959789057350033,0.42990654205607476,0.48823618437546723,0.2818614807936999,0.8457153175463035,0.053394858272907054,135.917695473251,0.7175484393442058,189.41954022988503,0.038900067069081154
iui-export-ideas.csv,wordcountfilter,5,1517,81,1436,55,1462,30,1411,25,51,0.37037037037037035,0.9825905292479109,0.5454545454545454,0.9651162790697675,0.017409470752089137,0.45454545454545453,0.6296296296296297,0.9499011206328279,0.4411764705882353,0.4245132948954003,0.35296089961828114,0.5105708245243128,0.053394858272907054,21.274074074074072,0.64078536367693,33.199999999999996,0.03488372093023256
iui-export-ideas.csv,wordcountfilter,8,1517,81,1436,87,1430,37,1386,50,44,0.4567901234567901,0.9651810584958217,0.42528735632183906,0.9692307692307692,0.034818941504178275,0.5747126436781609,0.5432098765432098,0.9380355965721819,0.44047619047619047,0.40801382297804945,0.42197118195261174,0.39451812555260823,0.053394858272907054,13.11901234567901,0.5628061924358221,23.309999999999995,0.03076923076923077
iui-export-ideas.csv,wordcountfilter,10,1517,81,1436,135,1382,41,1342,94,40,0.5061728395061729,0.9345403899721448,0.3037037037037037,0.9710564399421129,0.06545961002785515,0.6962962962962963,0.49382716049382713,0.9116677653263019,0.37962962962962965,0.34798050266943736,0.4407132294783178,0.2747601436458167,0.053394858272907054,7.732597846073024,0.5284171404389983,14.633510638297874,0.02894356005788712
iui-export-ideas.csv,wordcountfilter,15,1517,81,1436,371,1146,48,1113,323,33,0.5925925925925926,0.7750696378830083,0.1293800539083558,0.9712041884816754,0.22493036211699163,0.8706199460916442,0.4074074074074074,0.7653263019116677,0.21238938053097345,0.19230451608794152,0.367662230475601,0.10058424239003116,0.053394858272907054,2.6345602568512785,0.525639745765532,5.012102448634956,0.028795811518324606
iui-export-ideas.csv,isuppercaseonly,None,1517,81,1436,1,1516,0,1435,1,81,0.0,0.9993036211699164,0.0,0.9465699208443272,0.0006963788300835655,1.0,1.0,0.9459459459459459,0.0,-0.00609980130936244,-0.0006963788300835549,-0.05343007915567277,0.053394858272907054,0.0,1.0006968641114982,0.0,0.05343007915567282
iui-export-ideas.csv,charseqfilter,None,,,,,,,,,,,,,,,,,,,,,,,,,,
iui-export-ideas.csv,sentencestructurefilter1,None,,,,,,,,,,,,,,,,,,,,,,,,,,
iui-export-ideas.csv,sentencestructurefilter2,None,,,,,,,,,,,,,,,,,,,,,,,,,,
iui-export-ideas.csv,sentencestructurefilter3,None,,,,,,,,,,,,,,,,,,,,,,,,,,
iui-export-ideas.csv,sentencestructurefilter4,None,1517,81,1436,1,1516,1,1436,0,80,0.012345679012345678,1.0,1.0,0.9472295514511874,0.0,0.0,0.9876543209876543,0.9472643375082399,0.024390243902439025,0.10813968741042548,0.012345679012345734,0.9472295514511875,0.053394858272907054,inf,0.9876543209876543,inf,0.052770448548812667
iui-export-ideas.csv,isdefinition,None,1517,81,1436,5,1512,2,1433,3,79,0.024691358024691357,0.9979108635097493,0.4,0.9477513227513228,0.0020891364902506965,0.6,0.9753086419753086,0.9459459459459459,0.046511627906976744,0.0886563727868458,0.02260222153444058,0.3477513227513227,0.053394858272907054,11.818930041152262,0.9773504604860734,12.092827004219407,0.052248677248677246
iui-export-ideas.csv,containsnames,StanfordNERTagger,1517,81,1436,5,1512,1,1432,4,80,0.012345679012345678,0.9972144846796658,0.2,0.9470899470899471,0.002785515320334262,0.8,0.9876543209876543,0.944627554383652,0.023255813953488372,0.03749938628336726,0.009560163692011514,0.14708994708994716,0.053394858272907054,4.432098765432099,0.9904131319401337,4.4750000000000005,0.05291005291005291
iui-export-ideas.csv,withoutnoun,None,1517,81,1436,13,1504,11,1434,2,70,0.13580246913580246,0.9986072423398329,0.8461538461538461,0.9534574468085106,0.001392757660167131,0.15384615384615385,0.8641975308641975,0.952537903757416,0.23404255319148937,0.32783459728913616,0.1344097114756353,0.7996112929623567,0.053394858272907054,97.50617283950616,0.8654028272810234,112.67142857142858,0.04654255319148936
iui-export-ideas.csv,withoutverb,None,1517,81,1436,58,1459,29,1407,29,52,0.35802469135802467,0.9798050139275766,0.5,0.9643591501028101,0.0201949860724234,0.5,0.6419753086419753,0.946605141727093,0.4172661870503597,0.39607362298681875,0.3378297052856012,0.46435915010281015,0.053394858272907054,17.728395061728392,0.6552072091043899,27.057692307692303,0.03564084989718986
iui-export-ideas.csv,withoutadjective,None,1517,81,1436,413,1104,52,1075,361,29,0.6419753086419753,0.7486072423398329,0.12590799031476999,0.9737318840579711,0.2513927576601671,0.87409200968523,0.35802469135802467,0.7429136453526698,0.21052631578947367,0.1972754326113925,0.39058255098180816,0.09963987437274113,0.053394858272907054,2.553674634930406,0.47825437840941715,5.339573980322858,0.026268115942028984
iui-export-ideas.csv,withoutnoununigram,UnigramTagger,1517,81,1436,13,1504,11,1434,2,70,0.13580246913580246,0.9986072423398329,0.8461538461538461,0.9534574468085106,0.001392757660167131,0.15384615384615385,0.8641975308641975,0.952537903757416,0.23404255319148937,0.32783459728913616,0.1344097114756353,0.7996112929623567,0.053394858272907054,97.50617283950616,0.8654028272810234,112.67142857142858,0.04654255319148936
iui-export-ideas.csv,withoutverbunigram,UnigramTagger,1517,81,1436,74,1443,30,1392,44,51,0.37037037037037035,0.9693593314763231,0.40540540540540543,0.9646569646569647,0.03064066852367688,0.5945945945945946,0.6296296296296297,0.9373764007910349,0.3870967741935484,0.3545718243825498,0.3397297018466934,0.3700623700623702,0.053394858272907054,12.087542087542086,0.6495317156236696,18.609625668449198,0.035343035343035345
iui-export-ideas.csv,withoutadjectiveunigram,UnigramTagger,1517,81,1436,536,981,56,956,480,25,0.691358024691358,0.6657381615598886,0.1044776119402985,0.9745158002038736,0.3342618384401114,0.8955223880597015,0.30864197530864196,0.6671061305207646,0.18152350081037277,0.16795310719262316,0.3570961862512467,0.07899341214417221,0.053394858272907054,2.068312757201646,0.46360865747197677,4.461333333333334,0.0254841997961264
